Name,School Code
Pierce Middle School,1940
Pinckney Community High School,3038
Pinconning Advancement Academy,8827
Pinconning Central Elementary School,3041
Pinconning High School,3040
Pinconning Middle School,6656
Pine Avenue Elementary School,3042
Pine Creek Elementary School,7519
Pine Grove Learning Center,3549
Pine Island Elementary,8598
Pine Knob Elementary School,3054
Pine Ridge Elementary School,6666
Pine River Area Elementary School,5232
Pine River Area High School,3047
Pine River Area Middle School,9070
Pine River Elementary School,3048
Pine River Elementary School,3048
Pine River Elementary School,1051
Pine River Elementary School,1051
Pine Street Elementary,6778
Pine Trails Elementary School,5954
Pine Tree Center,3351
Pinehurst Early Elementary,3053
Pineview Homes,9040
Pinewood Elementary School,5658
Pinewood Middle School,7562
Pinewood School,5740
Pioneer High School,4882
Pioneer High School,2755
Pioneer Middle School,4849
Pittsfield Acres Academy,4189
Pittsfield School,3060
Pittsford Area Elem. School,3062
Pittsford Area High School,3061
Plainwell High School,3065
Plainwell Middle School,6000
Pleasant Lake Elementary School,7447
Pleasant Ridge Elementary School,7527
Pleasantview Elementary School,3074
Plumbrook Elementary School,3077
Plymouth Elementary School,3081
Plymouth High School,8997
Plymouth Scholars Charter Academy,1347
Polk Elementary School,5357
Pontiac Academy for Excellence,8433
Pontiac Academy for Student Success,3118
Pontiac Early Academy for Childhood Education,9921
Pontiac High School,2756
Pontiac Middle School,1880
Port Huron High School,3092
Port Huron Northern High School,3090
Port Huron School's Phoenix Academy,2640
Portage Central High School,3095
Portage Central Middle School,3094
Portage Community High School,2561
Portage North Middle School,3096
Portage Northern High School,3097
Portage West Middle School,6396
Portland High School,3098
Portland Middle School,6310
Posen Consolidated High School,4655
Posen Elementary School,4656
Post Franklin School,1306
Post Oak School,3107
Post Secondary Transition Program,9919
Potter School,3108
Potterville Elementary School,2170
Potterville High School,3112
Potterville Middle School,9073
Powell Twp. Elementary School,5362
Power Middle School,4818
Prairie Elementary School,9675
Prairie Ridge Elementary School,674
Prairieview School,3117
Pre-K at Pleasant View,4326
Pre-Primary Center at Carpenter Street School,3396
PrepNet Virtual Academy,3868
PrepNet Virtual Academy,3868
Presque Isle Academy,8867
Prevail Academy,9451
Priest Elementary-Middle School,3123
Princeton Elementary School,3124
Progress Park,7871
Project SEARCH,1722
Project SEARCH,1722
Project Search,1067
Project Search,1067
Project Search,3127
Project Search,3127
Pte. Tremble Elementary School,3128
Pulaski Elementary-Middle School,3130
Pullen Elementary School,3131
Pullman Elementary School,5037
Quarton Elementary,3133
Quest Charter Academy,97
Quest High School,9430
Quest High School,576
Quincy Elementary School,9373
Quincy High School,3135
Quincy Middle School,5822
R. Grant Graham Elem. School,5363
R.B. Boyce Elementary School,5586
R.J. Steeby School,3224
Raider Virtual Academy,3653
Rainbow Elementary School,6183
Raisinville School,3142
Ralph J. Bunche Academy,3144
Ralph Waldo Emerson Elem. School,3145
Randels Elementary School,3147
Randolph Career and Technical Center,2465
Randolph Elementary School,3148
Rankin Elementary School,3149
Rapid City Elementary School,3150
Raupp School,3153
Ravenna High School,3155
Ravenna Middle School,5368
Rawsonville Elementary School,3157
RCS Caring Steps Children's Center,3348
Reach Charter Academy,9905
Reading High School,3159
Red Cedar School,3867
Red Oak Academy,4354
Redford Service Learning Academy Campus,2524
Redford Union High School,3167
Redford Union Jr. High,5162
Redford Union Virtual Learning,3494
Redwood Elementary,3202
Reed City High School,3171
Reed City Middle School,3172
Reese Elementary School,5372
Reese High School,3173
Reese Middle School,6674
Reeths-Puffer Elementary School,3174
Reeths-Puffer High School,3175
Reeths-Puffer Intermediate Sch.,8609
Reeths-Puffer Middle School,2102
Regent Park Scholars Charter Academy,762
Reid Elementary School,3179
Reid Elementary School,3179
Reid Elementary School,7364
Reid Elementary School,7364
Relevant Academy of Eaton County,673
Renaissance Alternative High School,9010
Renaissance High School,8016
Renaissance High School,8016
Renaissance High School,6971
Renaissance High School,6971
Renaissance Public School Academy,8314
Renaissance Virtual School,3109
Republic-Michigamme School,3182
Reuther Middle School,6399
Reynolds Elementary School,3188
Richard C. Hedke Elem. School,3189
Richard Elementary School,3007
Richard J. Duncan Elementary,9019
Richards Middle School,5957
Richardson Elementary School,1444
Richfield Public School Academy,9305
Richfield Public School Academy Early Learning Center PK-2,9947
Richland Elementary School,3191
Richmond Community High School,3193
Richmond Middle School,5958
Ridge Park Charter Academy,8652
Ridge Wood Elementary School,9171
Ridgemoor Park Montessori,3226
Ridgeview Elementary School,7467
Riley Elementary School,5710
Riley Farms Elementary,4441
Riley Street Middle School,8805
Riley Upper Elementary School,3203
Ring Lardner Middle School,3204
Rising Stars Academy,1849
River City Scholars Charter Academy,1395
River Oaks Elementary School,3206
River Rouge Alternative Virtual Academy,3667
River Rouge High School,3208
River Rouge Stem Academy at Dunn,2676
River School,5841
River Valley Academy,8576
River Valley Elementary School,4180
River Valley Middle/High School,3740
Riverside Academy,8848
Riverside Academy,8848
Riverside Academy,9300
Riverside Academy,9300
Riverside Academy - Pre-K,9844
Riverside Academy - West Campus,9604
Riverside Elementary School,3213
Riverside Elementary School,3213
Riverside Elementary School,3213
Riverside Elementary School,3215
Riverside Elementary School,3215
Riverside Elementary School,3215
Riverside Elementary School,3220
Riverside Elementary School,3220
Riverside Elementary School,3220
Riverside Intermediate School,3364
Riverside Learning Center,9973
Riverside Middle School,3218
Riverside Middle School,3218
Riverside Middle School,3216
Riverside Middle School,3216
Riverside School,3217
Riverview Community High School,3222
Riverview Early Childhood Center,3269
Riverview Elementary School,3223
Riverview Transition Center,4054
Riverview Virtual Academy,3268
Robbie Hall Parker School,6767
Robert B. Havens Elem. School,6128
Robert D. Brandon Elem. School,6034
Robert J. West Middle School,3233
Robert Kerr School,3234
Robert L. Green Elementary,3052
Robert L. Nickels Intermediate School,8667
Robert M. Larson Elementary School,6392
Roberto Clemente Learning Academy,238
Roberts Elementary School,6180
Robichaud Senior High School,3238
Robinson School,3240
Rochester Adams High School,5819
Rochester Community Schools Virtual Campus,4046
Rochester High School,3242
Rockford Community Services,9394
Rockford H.S. Freshman Center,6412
Rockford High School,3246
Rockford Preschool Child Care Center,9951
Rockford Spanish Immersion,9655
Rockwell Middle School,1330
Rockwood Early Learning Center,3980
Rodgers Elementary School,1883
Roerink-Knoll Education Center,3137
Rogers City Elementary School,3255
Rogers City High School,3252
Rogers Early Elementary School,7381
Rogers Elementary School,1549
Rogers School,4532
Roguewood Elementary School,7459
Rolland Warner Campus 6/7,245
Romeo High School,3256
Romeo Middle School,3257
Romulus Adult Education,7915
Romulus Elementary School,8898
Romulus Middle School,6678
Romulus Senior High School,3260
Romulus Virtual Learning Center,2874
Ronald Brown Academy,4062
Roosevelt Elementary School,3265
Roosevelt Elementary School,3265
Roosevelt Elementary School,3265
Roosevelt Elementary School,3265
Roosevelt Elementary School,3265
Roosevelt Elementary School,3271
Roosevelt Elementary School,3271
Roosevelt Elementary School,3271
Roosevelt Elementary School,3271
Roosevelt Elementary School,3271
Roosevelt Elementary School,3277
Roosevelt Elementary School,3277
Roosevelt Elementary School,3277
Roosevelt Elementary School,3277
Roosevelt Elementary School,3277
Roosevelt Elementary School,2098
Roosevelt Elementary School,2098
Roosevelt Elementary School,2098
Roosevelt Elementary School,2098
Roosevelt Elementary School,2098
Roosevelt Elementary School,3285
Roosevelt Elementary School,3285
Roosevelt Elementary School,3285
Roosevelt Elementary School,3285
Roosevelt Elementary School,3285
Roosevelt High School,3267
Roosevelt/McGrath Elem. School,3262
Roscommon Elementary School,1396
Roscommon High School,5115
Roscommon Middle School,6369
Rose City School,1316
Rose Pioneer Elementary School,8497
Rosebush School,4090
Rosedale Elementary,9673
Roseville High School,5596
Roseville Middle School,3295
Rosewood School,6169
Ross Park Elementary School,1670
Rosy Mound School,3297
Royal Oak High School,2034
Royal Oak Middle School,9740
Ruahmah J. Hutchings Elementary,9167
Rudyard Area Schools,5631
Ruth Fox Middle School,6185
Ruth H. Green Elementary School,1800
Ruth Hoppin School,3301
Ruth McGregor Elementary School,5659
Rutherford Winans Academy,2701
Ryan Elementary School,3305
Saginaw Arts and Sciences Academy,8753
Saginaw County Juvenile Center,7016
Saginaw Covenant Academy,3044
Saginaw ISD Saginaw County Early Childhood,9671
Saginaw ISD Transitions Center,8905
SAGINAW MIDDLE SCHOOL,4467
Saginaw Preparatory Academy,8519
Saginaw United High School,125
SAIL (Skills for Adult Independent Living),2795
SAIL - Lansing,4439
SAIL - Waverly,4338
Salem Elementary School,3380
Salem High School,5770
Salina Elementary P - 3,9251
Salina Intermediate 4 - 8,3383
Saline Alternative High School,9897
Saline High School,6203
Saline Middle School,3385
Salk Elementary School,955
Sam Adams Elementary School,6658
Sampson-Webber Leadership Academy,4413
Sanborn Elementary,3392
Sand Creek High School,3393
Sandusky Elementary School,1835
Sandusky Junior/Senior High School,3400
Sandy Hill School,3401
Sandy Knoll School,3402
Sandyview Learning Center,4493
Sanford Elementary Early Childhood Center,9676
Sanilac Career Center,6548
Sanilac ISD Special Education Services,8852
Sarah G. Banks Middle School,8611
Saranac Elementary School,7567
Saranac Jr/Sr High School,3406
Sashabaw Middle School,5692
Satterlee School,2854
Saugatuck High School,3409
Saugatuck Middle School,8889
Sault Area Career Center,199
Sault Area High School,6068
Sault Area Middle School,2264
Savage Road Elementary School,6827
Sayre Elementary School,3496
Scarlett Middle School,5641
Schall Elementary School,528
Schavey Road Elementary School,7336
Schofield Elementary School,3156
Schoolcraft Elementary School,3418
Schoolcraft Elementary School,3418
Schoolcraft Elementary School,8697
Schoolcraft Elementary School,8697
Schoolcraft High School,3417
Schroeder Elementary School,6124
Schuchard Elementary School,6932
Schulze Academy for Technology and Arts,3420
Schwarzkoff Elementary School,983
Scotch Elementary School,7372
Scottville Elementary School,3426
Scranton Middle School,403
Scripps Middle School,2086
Seiter Education Center,6333
Seitz Middle School,3436
Seminole Academy,9338
Seneca Middle School,7985
Sequoyah Elementary School,9670
SER Metro YouthBuild Learning Academy,3444
Seymour Elementary School,3446
Shared Time,8860
Sharon J. Hardy Elementary School,9365
Sharp Park Academy,3449
Shawmut Hills School,3450
Shawnee Elementary School,9035
Shay Elementary School,7741
Sheiko Elementary School,1491
Shelby Early Childhood Center,64M000009
Shelby Elementary School,4170
Shelby High School,3454
Shelby Junior High School,3456
Shelby Middle School,3455
Sheldon Pines School,7294
Sheldon Woods Elementary School,3458
Shelters Elementary School,5405
Shepherd Elementary School,3459
Shepherd High School,3460
Shepherd Middle School,6944
Sheridan Road,1289
Sheridan School,3463
Sherwood Elementary School,5407
Sherwood Global Studies Academy,2057
Shettler School,5408
Shiawassee RESD - Student Learning Center - West,1035
Shiawassee RESD College and Career Readiness Center,4371
Shields Elementary School,4887
Shoreline Elementary School,8057
Shumate Middle School,6681
Sibley School,3474
Siebert Elementary School,3475
Siersma Elementary School,3476
Silver Lake Elementary School,7206
Silver Springs Elementary School,6592
Simonds Elementary School,3483
Siple Elementary School,2728
Sister Lakes Elementary School,3484
Skyline High School,9840
Slauson Middle School,3488
Smith Elementary School,3492
Smith Middle School,2793
Smith Middle School,2793
Smith Middle School,5413
Smith Middle School,5413
Smith Road Elementary School,2079
Snow Elementary School,954
SOAR Academic Institute,2347
Sodt Elementary School,1899
Sodt GSRP Center,58M000029
Sonoma Elementary,3499
South Arbor Charter Academy,8741
South Bendle Elementary School,3503
South Canton Scholars Charter Academy,836
South Central Michigan Virtual,2896
South Elementary School,4924
South Elementary School,4924
South Elementary School,4924
South Elementary School,3509
South Elementary School,3509
South Elementary School,3509
South Elementary School,3510
South Elementary School,3510
South Elementary School,3510
South Godwin School,41M000085
South Haven High School,3515
South Hills Middle School,5594
South Lake High School,3520
South Lake Middle School,2444
South Lyon East High School,9415
South Lyon High School,3521
South Maple Elementary School,6126
South Meadows Elementary School,3507
South Pointe Scholars Charter Academy,1345
South Range Elementary School,3527
South Redford Schools Innovation Career Center,4433
South River Elementary School,3530
South Walnut Elementary School,8412
Southeast Career Pathways,8366
Southeast Kelloggsville School,2006
Southeastern Elementary School,3541
Southeastern High School,3540
Southern Michigan Center for Science & Industry (SMCSI),2470
Southfield High School for the Arts and Technology,2963
Southfield Regional Academic Campus,8048
Southgate Anderson High School,3544
Southside Special Educ School,3546
Southwest Elementary - Academia Bilingue,9290
Southwest Elementary School,3552
Southwest Middle/High - Academia Bilingue,3735
Southwestern Classical Academy,3554
Southwood Elementary,3556
Spain Elementary-Middle School,3558
Sparta Adult Education,7884
Sparta Early Childhood Center,3984
Sparta Middle School,3562
Sparta Senior High School,3560
SPECIAL EDUCATION,2265
Special Education Building,2350
Special Education Services,4060
Special Education Services,9725
Spencer Road Elementary School,6397
Spitler Elementary School,3566
Spring Lake Alternative Education,9068
Spring Lake High School,3567
Spring Lake Intermediate School,8825
Spring Lake Middle School,8824
Spring Mills Elementary School,6490
Spring Valley Center for Exploration,3569
Springbrook Middle School,6301
Springfield Middle School,3570
Springfield Plains Elem. School,8056
Springport Elementary School,3573
Springport High School,3574
Springport Middle School,7059
Springview Elementary School,3575
St. Charles Community Middle/High School,3659
St. Charles Elementary School,9663
St. Charles Virtual School,1896
St. Clair County Intervention Academy,9455
St. Clair High School,3664
St. Clair Middle School,3665
St. Ignace Elementary/Middle School,7556
St. Ignace Juvenile Detention Facility,7718
St. Johns High School,5708
St. Johns Middle School,3249
St. Joseph High School,3793
St. Louis High School,3842
Stadium Drive Elementary School,6281
Stalker Elementary,9054
Stambaugh Elementary School,4048
Standish-Sterling Central Elementary School,4049
Standish-Sterling Central Jr/Sr High School,4050
Stanwood Learning Center,2616
Star Elementary School,8469
Star International Academy,8636
Star International Academy,8636
Star International Academy,3878
Star International Academy,3878
Starkweather Academy @ Fiegel,4055
Starr Elementary School,4056
State Road Elementary School,4059
State Street Academy,8856
Steele Street Elementary School,4061
STEM Academy,1910
Stepanski Early Childhood Center,2799
Stephenson Area Public School,4065
Sterling Elementary School,4068
Sterling Heights Senior H.S.,6019
Stevens T. Mason Elementary School,2430
Stevenson High School,25
Stewart Elementary School,2099
Stockbridge Jr/Sr High School,4078
Stone School,4083
Stoney Creek Elementary,4085
Stoney Creek High School,9050
Stottlemyer Early Childhood Ctr.,8475
Stout Middle School,4088
Strange School,5627
STRIVE Academy,1039
STRIVE Transition Program,2417
Student Services-WSESD,80
Student Support Services,7565
Sturgis Central Commons,4242
Sturgis High School,4095
Sturgis Middle School,604
Success Academy,2518
Success Park - Flint,4120
Success Park - GR South,4136
Success Park - Hazel,4101
Success Park - Lansing South,4132
Success Park - Lansing West,4127
Success Park - Monroe,4105
Success Park - Muskegon,4137
Success Park - Muskegon North,4282
Success Park - Pontiac/Waterford,4119
Success Park - Taylor,4112
Success Park -Port Huron,4114
Success Virtual Learning Centers of Michigan,3014
Sugarbush Early Childhood,4030
Summerfield Elementary School,5907
Summerfield Junior/Senior High School,4098
Summit Academy North Elementary School,8907
Summit Academy North High School,8634
Summit Academy North Middle School,8906
Sunnyside Center,2198
Sunrise Academy,1424
Sunset Lake Elementary School,4104
Superior Central School,4860
Superior Hills Elementary School,1238
Surline Elementary School,5838
Surline Middle School,3789
Susick Elementary School,4106
Sutton South Early Learning Center,4107
Suttons Bay Elementary/ Middle School,4109
Suttons Bay Senior High School,4108
Suttons Bay Virtual School,726
Swan Valley Adult and Alternative Education,9484
Swan Valley High School,6233
Swan Valley Middle School,5856
Swartz Creek High School,4111
Swartz Creek Middle School,4110
Swartz Creek Virtual Learning Center,7465
Switzer Elementary School,4117
Sycamore Elementary School,6025
Sycamore Elementary School,6025
Sycamore Elementary School,4118
Sycamore Elementary School,4118
Sylvester Elementary School,299
Syring Elementary School,4121
T.C. Holbrook Elementary School,318
T.S. Nurnberger Middle School,5689
Taft-Galloway Elementary School,4130
Tappan Middle School,4131
Tau Beta School,3250
Tawas Area High School,4133
Tawas Area Middle School,4134
Taylor Career and Technical Center,6907
Taylor Exemplar Academy,9709
Taylor High School,6428
Taylor Parks Elementary School,4141
Taylor Preparatory High School,1380
Taylor Virtual Learning Academy,1381
TCAPS Montessori School,9381
Tech Center,7254
Technical Education Center,6543
Tecumseh Acres North Early Learning Center,4142
Tecumseh High School,4143
Tecumseh Middle School,3187
Tecumseh Virtual Academy,1931
Tekonsha Schools,3288
Tenniswood Elementary School,6488
The Dearborn Academy,8479
The Epic Center,4454
The Greenspire High School,4021
The Greenspire School,653
The Harper Woods College and Career Institute,3628
The James and Grace Lee Boggs School,2073
The Laker Opportunity Center,3871
The Learning Co-Op,3872
The Learning Community,1220
The Lincoln Center,8828
The LINK - A Pathway to Success,3860
The New Standard Academy,1402
The School at Marygrove,3638
The SER Learning Academy - East,3662
The Success Academy,1451
Thelma Buffey Early Childhood Center,8935
Thelma Buffey Elementary,4513
Thirkell Elementary-Middle School,4156
Thomas A. Edison Elem. School,4158
Thomas A. Edison Elem. School,4158
Thomas A. Edison Elem. School,4162
Thomas A. Edison Elem. School,4162
Thomas Jefferson Elem. School,4167
Thomas Jefferson Elem. School,1912
Thomas M. Ryan Intermediate School,5144
Thomas Simpson Middle School,4172
Thomas White School,4173
Thompson K-8 International Academy,340
Thompson Middle School,3532
Thomson Elementary School,4174
Thornapple Elementary School,4175
Thornapple Kellogg High School,4176
Thornapple Kellogg Middle School,5806
Thorne Elementary School,4177
Thornton Creek Elementary School,7964
Three Fires Elementary,3158
Three Lakes Academy,130
Three Oaks Public School Academy,9304
Three Rivers High School,4181
Three Rivers Middle School,6272
Three Rivers Partnership,3259
Thunder Bay Junior High School,5507
Thurgood Marshall Elementary School,857
Thurston Elementary School,4182
Timberland Academy,8490
Tipton Academy - 4-8,2870
Tipton Academy - PK-3,1734
TK Early Childhood Center,8179
Tobey Elementary School,4185
Tomek-Eastern Elem. School,1041
Tomlinson Middle School,9536
Tonda Elementary School,7990
Torrey Hill Intermediate School,6190
Townline Elementary,4194
Townsend Elementary School,1254
Townsend North,2599
Transition Center,9765
Transition Center,2351
Transition Center,9568
Transition Services,602
Traverse City High School,8810
Traverse Heights Elem. School,4201
Trenton High School,4203
Tri County Educational Center,1361
Tri County Elementary School,3397
Tri County Middle School,1845
Tri County Senior High School,3440
Tri-Township School,3151
Trillium Academy,9094
Triumph Academy,9452
Trix Academy,4222
Troy Center for Transition,9460
Troy College and Career High School,8286
Troy Continuing Education,7700
Troy Early Childhood,9685
Troy High School,4226
Troy Union Elementary School,4227
Turning Point Academy,3284
Turrill Elementary School,4233
Tuscola Technology Center,6148
Twin Lake School,5518
Twin Rivers Elementary School,4236
Tyler Road Elementary School,6826
Tyrone Elementary School,4240
Ubly Community Elementary School,4243
Ubly Community Jr/Sr High School,5854
Ubly Community Schools Pre-School,4273
UCS Alternative Learning Center,2885
Union City Elementary School,4248
Union City High School,4247
Union City Middle School,4246
Union High School,4251
Union High School,4251
Union High School,4253
Union High School,4253
Union High Transition,3564
Unionville-Sebewaing Elem. School,4909
Unionville-Sebewaing Middle/High School,4255
Unis Middle School,9408
United Oaks Elementary School,4259
Unity Alternative School,5387
Universal Academy,8671
Universal Learning Academy,9827
University Elementary School  Academy,2295
University High School,9561
University High School Academy,9863
University Hills Elem. School,6270
University Middle School Academy,1854
University Prep Schools Early Middle College,4276
University Preparatory Academy (PSAD) - Elementary,9887
University Preparatory Academy (PSAD) - Elementary,9887
University Preparatory Academy (PSAD) - Elementary,9908
University Preparatory Academy (PSAD) - Elementary,9908
University Preparatory Academy (PSAD) - High School,9889
University Preparatory Academy (PSAD) - Middle,9888
University Preparatory Art & Design Elementary,1240
University Preparatory Art & Design Middle/High,101
University Preparatory Science and Math (PSAD) High School,506
University Preparatory Science and Math (PSAD) Middle School,9907
University Preparatory Science and Math - Elementary,1567
University Yes Academy,378
Uplift Michigan Academy,3165
Upton Middle School,5793
Uriah H. Lawton School,2143
Utica High School,4267
Valley Center School,7289
Valley View Elementary School,4272
Valley View Elementary School,4272
Valley View Elementary School,4274
Valley View Elementary School,4274
Valleywood Middle School,5523
Van Buren Tech,6546
Van Hoosen Middle School,6400
Vandenberg Elementary School,4278
Vandenberg Elementary School,4278
Vandenberg Elementary School,124
Vandenberg Elementary School,124
Vandenboom Alternative High School,7755
Vanderbilt Area School,5868
Vanderbilt Charter Academy,8372
Vandercook Lake High School,4284
Vandercook Lake Virtual Academy,3011
Vanguard Charter Academy,8371
Vassar House,4392
Vassar Senior High School,4287
Venture Academy,9129
Venture High School,7729
Vera Ralya Elementary School,4288
Verellen Elementary School,4290
Veritas,2225
Vernor Elementary School,4292
Verona Elementary School,4294
Verona Mills School,4293
Vestaburg Community Alternative Education School - Vestaburg,3971
Vestaburg Community Elem. School,5833
Vestaburg Community High School,4296
Vicksburg High School,4299
Vicksburg Middle School,1031
Vicksburg Pathways High School,1435
Victory Early Childhood Center,9426
Viking Learning Center,3852
Viking Virtual Academy,2954
Village Oaks Elementary School,6173
Violet Elementary School,4304
Virtual Learning Academy Consortium,1515
Virtual Learning Academyof St. Clair County,195
Visions Unlimited,1203
Vista Charter Academy,8370
Vista Meadows Academy,9906
Volinia Outcome Base School,4312
Vowles School,4315
Voyager Elementary School,8624
Voyageur Academy,8631
Voyageur College Prep,9154
Vulcan Middle School,9667
W-A-Y Academy - Chicago Site,1241
W-A-Y Academy - Vernor Site,1390
W-A-Y Eau Claire,2183
W-A-Y Niles,1032
W-A-Y Watervliet High School,892
W.K. Kellogg Preparatory High School,8574
W.R. Bush Elementary School,4321
Wacousta Elementary School,4323
Wagar Junior High School,6362
Wagar Middle School,2559
Wainwright,2274
Wakefield-Marenisco Elementary School,4329
Wakefield-Marenisco Middle School,4329
Walden Green Montessori,8212
Waldon Middle School,6405
Waldron Area Schools,4331
Waldron Elementary School,1283
Waldron Learning Center,4792
Waldron Middle School,1283
Walker Charter Academy,8485
Walker-Winter Elementary School,4334
Walkerville Elementary,4140
Walkerville Public School,4336
Wall School,4337
Walled Lake Central High School,4340
Walled Lake Early Childhood Center,4230
Walled Lake Elementary School,4341
Walled Lake Northern High School,8995
Walled Lake Schools Special Services,5707
Walled Lake Western High School,5705
Walnut Creek Middle School,8610
Walnut Hills Elementary School,4343
Walt Disney Elementary School,4904
Walt Disney Elementary School,4904
Walters Elementary,9245
Walton Charter Academy,8765
Warner Elementary School,4352
Warner Middle School,6368
Warren Consolidated Community High School,8397
Warren Mott High School,645
Warren Woods Adult Education,7885
Warren Woods Day Care,9363
Warren Woods Early Childhood Center,1514
Warren Woods Enterprise H.S.,7575
Warren Woods Middle School,4355
Warren Woods Tower High School,6267
Warrendale Charter Academy,8934
Washington Elementary School,4361
Washington Elementary School,4361
Washington Elementary School,4361
Washington Elementary School,4361
Washington Elementary School,4361
Washington Elementary School,4361
Washington Elementary School,4386
Washington Elementary School,4386
Washington Elementary School,4386
Washington Elementary School,4386
Washington Elementary School,4386
Washington Elementary School,4386
Washington Elementary School,4389
Washington Elementary School,4389
Washington Elementary School,4389
Washington Elementary School,4389
Washington Elementary School,4389
Washington Elementary School,4389
Washington Elementary School,2418
Washington Elementary School,2418
Washington Elementary School,2418
Washington Elementary School,2418
Washington Elementary School,2418
Washington Elementary School,2418
Washington Elementary School,4379
Washington Elementary School,4379
Washington Elementary School,4379
Washington Elementary School,4379
Washington Elementary School,4379
Washington Elementary School,4379
Washington Elementary School,4375
Washington Elementary School,4375
Washington Elementary School,4375
Washington Elementary School,4375
Washington Elementary School,4375
Washington Elementary School,4375
Washington Middle School,4357
Washington School,4360
Washington Street Education Center,9004
Washington Street Elementary School,2864
Washington Woods Middle School,7797
Washington Writers' Academy,4358
Washington-Parks Academy,132
Washtenaw Alliance for Virtual Education,405
Washtenaw County Youth Center - Educational Programs,4391
Washtenaw Deaf and Hard of Hearing Program,1797
Washtenaw International High School,682
Washtenaw International Middle Academy,1933
Washtenaw Technical Middle College,8483
Wass Elementary School,6939
Waterford Durant High School,72
Waterford Kettering High School,4393
Waterford Lifetracks Program - Crary Campus,1117
Waterford Montessori Academy,1860
Waterford Montessori Academy,1860
Waterford Montessori Academy,3430
Waterford Montessori Academy,3430
Waterford Mott High School,5535
Waterloo Elementary School,4396
Watersmeet Township School,4397
Watervliet Middle School,8622
Watervliet Senior High School,4398
Wattles Elementary School,5537
Wattles Park Elementary School,4400
Waukazoo Elementary School,4401
Waverly Middle School,5685
Waverly Senior High School,4403
WAY - Oasis,7496
"WAY Academy - Flint, Flint Campus",1882
WAY East Jackson,2497
Way Elementary School,5538
WAY Michigan,2302
WAY South Haven,1934
Wayland High School,4404
Wayland Union Middle School,8421
Wayne Elementary School,4406
Wayne Memorial High School,4407
Wayne-Westland Early Intervention Services,4234
Wayne-Westland Innovative Academy,660
Wealthy School,4409
Webb Elementary School,9429
Webber School,4414
Webberville Elementary School,4416
Webberville High School,4417
Webberville Middle School,9726
Webster Early Childhood Center,4422
Webster Elementary School,7377
Webster Kindergarten Center,4421
Wegienka Elementary School,6825
Weidman Elementary School,4424
Weiss Elementary School,4425
Wells Township School,4431
Wellspring Preparatory High School,293
Wenzel School,4434
Wesley School,7068
West,9964
West Bendle Elementary School,4435
West Bloomfield High School,6171
West Bloomfield Middle School,6292
West Bloomfield Transition Center,429
West Branch Fours in Surline Elementary,65M000008
West Elementary School,4472
West Godwin Elementary School,4453
West Iron County Middle & High School,1852
West Kelloggsville School,4459
West Maple Elementary School,5686
West MI Academy of Arts and Academics,8332
West MI Academy of Environmental Science 6-12,8052
West MI Academy of Environmental Science K-5,8052
West Michigan Aviation Academy,325
West Michigan Virtual - Battle Creek HS,1952
West Michigan Virtual - Battle Creek MS,1953
West Middle School,4458
West Middle School,4458
West Middle School,4458
West Middle School,4199
West Middle School,4199
West Middle School,4199
West Middle School,3078
West Middle School,3078
West Middle School,3078
West Oakview Elementary School,4461
West Ottawa High School Campus,4462
West Ottawa Virtual Academy,3940
West Senior High,8470
West Shore Elementary School,5779
West Shore ESD Career Tech Center,9884
West Utica Elementary School,4468
West Village Academy,8733
West Ward Elementary School,4469
Westdale Elementary School,4475
Western High School,4476
Western International High School,4477
Western Middle School,2467
Western Middle School,2467
Western Middle School,4598
Western Middle School,4598
Westfield Charter Academy,3623
Westfield Preparatory High School,3608
Westlake Elementary School,4483
Weston Elementary School,4486
Weston Elementary School,4486
Weston Elementary School,1812
Weston Elementary School,1812
Weston Preparatory Academy,8641
Westview Elementary School,4488
Westwood Elementary School,4490
Westwood Elementary School,4490
Westwood Elementary School,6587
Westwood Elementary School,6587
Westwood High School,6054
Westwood Middle School,4489
Westwood North Academy,2476
Westwood Pre-School,9642
Westwood Virtual Academy,9935
Westwoods Elementary School,7462
Wexford Montessori Magnet School,4650
Wexford-Missaukee ISD Career Center,6139
Wexford-Missaukee ISD General Education,1650
Wexford-Missaukee ISD Special Education,8873
Weymouth Child Development Center,9959
Whaley Children Centers,4086
White Cloud Center,8956
White Cloud Elementary School,9161
White Cloud High School,4499
White Cloud Junior High School,7756
White Lake Area Community Education,7704
White Lake Middle School,6773
White Pigeon Jr/Sr High School,4502
White Pine Middle School,942
White Pines Intermediate School,1454
Whitefish Township School,4506
Whiteford Elementary School,4847
Whiteford High School,4507
Whiteford Middle School,7171
Whitehall Ealy Elem. School,4508
Whitehall Middle School,4509
Whitehall Senior High School,4510
Whitehills Elementary School,4511
Whitman Elementary School,6213
Whitmore Lake Early Childhood,9653
Whitmore Lake Elementary School,7578
Whitmore Lake High School,4515
Whitmore-Bolles Elementary School,4514
Whittemore-Prescott Area Elementary,7618
Whittemore-Prescott Jr/Sr High School,4516
Wick Elementary School,6590
Wilcox Elementary School,5669
Wilde Elementary School,2441
Wildwood Elementary School,5552
Wiley Elementary School,4526
Wilhelm Joseph Magnus Building for Skilled Trades Learning,3344
Wilkerson Elementary School,4928
Wilkinson Middle School,4528
Wilkshire School,4529
Will Carleton Charter School Academy,8601
Will L. Lee School,4530
William A Pearson Elementary,3143
